C:\SimulationData\IMG\center_2024_03_23_11_47_09_312.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_09_312.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_09_312.jpg,0,0.06914701,0,0.03986354
C:\SimulationData\IMG\center_2024_03_23_11_47_09_385.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_09_385.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_09_385.jpg,0,0.2973171,0,0.2225282
C:\SimulationData\IMG\center_2024_03_23_11_47_09_455.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_09_455.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_09_455.jpg,0,0.3356469,0,0.4640574
C:\SimulationData\IMG\center_2024_03_23_11_47_09_545.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_09_545.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_09_545.jpg,0,0.4186728,0,0.8942657
C:\SimulationData\IMG\center_2024_03_23_11_47_09_615.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_09_615.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_09_615.jpg,0,0.6312144,0,1.243575
C:\SimulationData\IMG\center_2024_03_23_11_47_09_696.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_09_696.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_09_696.jpg,0,0.3921786,0,1.711479
C:\SimulationData\IMG\center_2024_03_23_11_47_09_771.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_09_771.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_09_771.jpg,0,0.16311,0,1.974588
C:\SimulationData\IMG\center_2024_03_23_11_47_09_843.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_09_843.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_09_843.jpg,0,0,0,1.995455
C:\SimulationData\IMG\center_2024_03_23_11_47_09_914.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_09_914.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_09_914.jpg,0,0,0,1.983421
C:\SimulationData\IMG\center_2024_03_23_11_47_09_991.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_09_991.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_09_991.jpg,0,0,0,1.967489
C:\SimulationData\IMG\center_2024_03_23_11_47_10_072.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_10_072.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_10_072.jpg,0,0,0,1.951686
C:\SimulationData\IMG\center_2024_03_23_11_47_10_162.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_10_162.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_10_162.jpg,0,0,0,1.93211
C:\SimulationData\IMG\center_2024_03_23_11_47_10_248.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_10_248.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_10_248.jpg,0,0,0,1.916591
C:\SimulationData\IMG\center_2024_03_23_11_47_10_314.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_10_314.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_10_314.jpg,0,0,0,1.905034
C:\SimulationData\IMG\center_2024_03_23_11_47_10_396.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_10_396.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_10_396.jpg,0,0,0,1.889733
C:\SimulationData\IMG\center_2024_03_23_11_47_10_468.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_10_468.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_10_468.jpg,0,0,0,1.874555
C:\SimulationData\IMG\center_2024_03_23_11_47_10_545.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_10_545.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_10_545.jpg,0,0,0,1.859498
C:\SimulationData\IMG\center_2024_03_23_11_47_10_621.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_10_621.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_10_621.jpg,0,0.1162518,0,1.838063
C:\SimulationData\IMG\center_2024_03_23_11_47_10_690.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_10_690.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_10_690.jpg,0,0.3168297,0,2.044737
C:\SimulationData\IMG\center_2024_03_23_11_47_10_763.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_10_763.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_10_763.jpg,0,0.5434794,0,2.47794
C:\SimulationData\IMG\center_2024_03_23_11_47_10_845.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_10_845.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_10_845.jpg,-0.09411765,0.7897254,0,3.125097
C:\SimulationData\IMG\center_2024_03_23_11_47_10_922.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_10_922.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_10_922.jpg,-0.2294118,1,0,3.995385
C:\SimulationData\IMG\center_2024_03_23_11_47_11_008.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_11_008.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_11_008.jpg,-0.2941177,1,0,4.923475
C:\SimulationData\IMG\center_2024_03_23_11_47_11_085.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_11_085.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_11_085.jpg,-0.2941177,1,0,5.846526
C:\SimulationData\IMG\center_2024_03_23_11_47_11_154.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_11_154.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_11_154.jpg,0,1,0,6.525105
C:\SimulationData\IMG\center_2024_03_23_11_47_11_241.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_11_241.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_11_241.jpg,0,1,0,7.663932
C:\SimulationData\IMG\center_2024_03_23_11_47_11_318.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_11_318.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_11_318.jpg,0,1,0,8.343329
C:\SimulationData\IMG\center_2024_03_23_11_47_11_399.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_11_399.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_11_399.jpg,0,1,0,9.243083
C:\SimulationData\IMG\center_2024_03_23_11_47_11_489.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_11_489.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_11_489.jpg,-0.01764706,1,0,10.3578
C:\SimulationData\IMG\center_2024_03_23_11_47_11_562.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_11_562.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_11_562.jpg,-0.1352941,1,0,11.23624
C:\SimulationData\IMG\center_2024_03_23_11_47_11_640.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_11_640.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_11_640.jpg,-0.2117647,1,0,11.86817
C:\SimulationData\IMG\center_2024_03_23_11_47_11_718.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_11_718.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_11_718.jpg,-0.2529412,1,0,12.80985
C:\SimulationData\IMG\center_2024_03_23_11_47_11_794.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_11_794.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_11_794.jpg,-0.3411765,1,0,13.60784
C:\SimulationData\IMG\center_2024_03_23_11_47_11_871.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_11_871.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_11_871.jpg,0,1,0,14.36734
C:\SimulationData\IMG\center_2024_03_23_11_47_11_945.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_11_945.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_11_945.jpg,0,1,0,15.22477
C:\SimulationData\IMG\center_2024_03_23_11_47_12_027.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_12_027.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_12_027.jpg,0,1,0,16.02039
C:\SimulationData\IMG\center_2024_03_23_11_47_12_106.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_12_106.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_12_106.jpg,0,1,0,16.84456
C:\SimulationData\IMG\center_2024_03_23_11_47_12_181.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_12_181.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_12_181.jpg,0,1,0,17.67166
C:\SimulationData\IMG\center_2024_03_23_11_47_12_251.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_12_251.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_12_251.jpg,0,1,0,18.4558
C:\SimulationData\IMG\center_2024_03_23_11_47_12_329.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_12_329.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_12_329.jpg,-0.2352941,1,0,19.24796
C:\SimulationData\IMG\center_2024_03_23_11_47_12_405.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_12_405.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_12_405.jpg,-0.6176471,1,0,19.85292
C:\SimulationData\IMG\center_2024_03_23_11_47_12_484.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_12_484.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_12_484.jpg,-0.7529412,1,0,20.43081
C:\SimulationData\IMG\center_2024_03_23_11_47_12_561.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_12_561.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_12_561.jpg,-0.8058823,1,0,21.04764
C:\SimulationData\IMG\center_2024_03_23_11_47_12_645.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_12_645.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_12_645.jpg,0,1,0,21.72288
C:\SimulationData\IMG\center_2024_03_23_11_47_12_720.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_12_720.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_12_720.jpg,0,1,0,22.47618
C:\SimulationData\IMG\center_2024_03_23_11_47_12_795.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_12_795.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_12_795.jpg,0,1,0,23.05509
C:\SimulationData\IMG\center_2024_03_23_11_47_12_871.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_12_871.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_12_871.jpg,0,1,0,23.83645
C:\SimulationData\IMG\center_2024_03_23_11_47_12_948.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_12_948.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_12_948.jpg,0,1,0,24.61226
C:\SimulationData\IMG\center_2024_03_23_11_47_13_027.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_13_027.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_13_027.jpg,-0.3411765,1,0,25.33372
C:\SimulationData\IMG\center_2024_03_23_11_47_13_102.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_13_102.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_13_102.jpg,-0.5,1,0,25.93724
C:\SimulationData\IMG\center_2024_03_23_11_47_13_187.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_13_187.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_13_187.jpg,-0.5352941,1,0,26.58283
C:\SimulationData\IMG\center_2024_03_23_11_47_13_262.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_13_262.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_13_262.jpg,0,1,0,27.27121
C:\SimulationData\IMG\center_2024_03_23_11_47_13_344.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_13_344.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_13_344.jpg,0,1,0,27.99947
C:\SimulationData\IMG\center_2024_03_23_11_47_13_414.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_13_414.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_13_414.jpg,0,1,0,28.55322
C:\SimulationData\IMG\center_2024_03_23_11_47_13_492.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_13_492.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_13_492.jpg,0,1,0,29.28971
C:\SimulationData\IMG\center_2024_03_23_11_47_13_575.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_13_575.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_13_575.jpg,0,1,0,30.02145
C:\SimulationData\IMG\center_2024_03_23_11_47_13_655.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_13_655.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_13_655.jpg,0,1,0,30.19057
C:\SimulationData\IMG\center_2024_03_23_11_47_13_734.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_13_734.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_13_734.jpg,-0.02941176,1,0,30.19024
C:\SimulationData\IMG\center_2024_03_23_11_47_13_821.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_13_821.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_13_821.jpg,-0.1529412,1,0,30.18468
C:\SimulationData\IMG\center_2024_03_23_11_47_13_897.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_13_897.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_13_897.jpg,-0.1823529,1,0,30.18518
C:\SimulationData\IMG\center_2024_03_23_11_47_13_965.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_13_965.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_13_965.jpg,-0.2294118,1,0,30.18384
C:\SimulationData\IMG\center_2024_03_23_11_47_14_039.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_14_039.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_14_039.jpg,0,1,0,30.18913
C:\SimulationData\IMG\center_2024_03_23_11_47_14_112.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_14_112.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_14_112.jpg,0,1,0,30.19007
C:\SimulationData\IMG\center_2024_03_23_11_47_14_201.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_14_201.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_14_201.jpg,0,1,0,30.19052
C:\SimulationData\IMG\center_2024_03_23_11_47_14_267.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_14_267.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_14_267.jpg,0,1,0,30.19027
C:\SimulationData\IMG\center_2024_03_23_11_47_14_352.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_14_352.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_14_352.jpg,-0.2588235,1,0,30.1718
C:\SimulationData\IMG\center_2024_03_23_11_47_14_431.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_14_431.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_14_431.jpg,-0.4529412,1,0,30.14947
C:\SimulationData\IMG\center_2024_03_23_11_47_14_501.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_14_501.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_14_501.jpg,-0.5588235,1,0,30.14648
C:\SimulationData\IMG\center_2024_03_23_11_47_14_573.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_14_573.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_14_573.jpg,-0.5647059,1,0,30.15977
C:\SimulationData\IMG\center_2024_03_23_11_47_14_660.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_14_660.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_14_660.jpg,-0.5647059,1,0,30.17304
C:\SimulationData\IMG\center_2024_03_23_11_47_14_730.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_14_730.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_14_730.jpg,0,1,0,30.17466
C:\SimulationData\IMG\center_2024_03_23_11_47_14_807.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_14_807.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_14_807.jpg,0,1,0,30.18741
C:\SimulationData\IMG\center_2024_03_23_11_47_14_893.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_14_893.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_14_893.jpg,0,1,0,30.1899
C:\SimulationData\IMG\center_2024_03_23_11_47_14_968.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_14_968.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_14_968.jpg,0.05294118,1,0,30.18872
C:\SimulationData\IMG\center_2024_03_23_11_47_15_049.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_15_049.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_15_049.jpg,0.1588235,1,0,30.18347
C:\SimulationData\IMG\center_2024_03_23_11_47_15_132.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_15_132.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_15_132.jpg,0.1941176,1,0,30.18424
C:\SimulationData\IMG\center_2024_03_23_11_47_15_199.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_15_199.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_15_199.jpg,0,1,0,30.18753
C:\SimulationData\IMG\center_2024_03_23_11_47_15_282.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_15_282.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_15_282.jpg,0,1,0,30.1896
C:\SimulationData\IMG\center_2024_03_23_11_47_15_370.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_15_370.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_15_370.jpg,0,1,0,30.19062
C:\SimulationData\IMG\center_2024_03_23_11_47_15_451.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_15_451.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_15_451.jpg,0,1,0,30.18974
C:\SimulationData\IMG\center_2024_03_23_11_47_15_531.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_15_531.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_15_531.jpg,0,1,0,30.18994
C:\SimulationData\IMG\center_2024_03_23_11_47_15_609.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_15_609.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_15_609.jpg,0,1,0,30.19006
C:\SimulationData\IMG\center_2024_03_23_11_47_15_690.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_15_690.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_15_690.jpg,0,1,0,30.19006
C:\SimulationData\IMG\center_2024_03_23_11_47_15_774.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_15_774.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_15_774.jpg,0,1,0,30.18965
C:\SimulationData\IMG\center_2024_03_23_11_47_15_850.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_15_850.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_15_850.jpg,0,1,0,30.19072
C:\SimulationData\IMG\center_2024_03_23_11_47_15_937.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_15_937.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_15_937.jpg,0,1,0,30.19039
C:\SimulationData\IMG\center_2024_03_23_11_47_16_021.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_16_021.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_16_021.jpg,0,1,0,30.1915
C:\SimulationData\IMG\center_2024_03_23_11_47_16_103.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_16_103.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_16_103.jpg,0,1,0,30.19066
C:\SimulationData\IMG\center_2024_03_23_11_47_16_189.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_16_189.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_16_189.jpg,-0.04705882,1,0,30.19
C:\SimulationData\IMG\center_2024_03_23_11_47_16_275.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_16_275.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_16_275.jpg,-0.3647059,1,0,30.1563
C:\SimulationData\IMG\center_2024_03_23_11_47_16_347.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_16_347.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_16_347.jpg,-0.4647059,1,0,30.15159
C:\SimulationData\IMG\center_2024_03_23_11_47_16_416.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_16_416.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_16_416.jpg,0,1,0,30.18075
C:\SimulationData\IMG\center_2024_03_23_11_47_16_496.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_16_496.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_16_496.jpg,0,1,0,30.18762
C:\SimulationData\IMG\center_2024_03_23_11_47_16_582.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_16_582.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_16_582.jpg,0,1,0,30.18975
C:\SimulationData\IMG\center_2024_03_23_11_47_16_668.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_16_668.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_16_668.jpg,0,1,0,30.19136
C:\SimulationData\IMG\center_2024_03_23_11_47_16_753.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_16_753.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_16_753.jpg,0,1,0,30.19044
C:\SimulationData\IMG\center_2024_03_23_11_47_16_826.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_16_826.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_16_826.jpg,0,1,0,30.19026
C:\SimulationData\IMG\center_2024_03_23_11_47_16_909.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_16_909.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_16_909.jpg,0,1,0,30.19096
C:\SimulationData\IMG\center_2024_03_23_11_47_16_995.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_16_995.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_16_995.jpg,0,1,0,30.1905
C:\SimulationData\IMG\center_2024_03_23_11_47_17_077.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_17_077.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_17_077.jpg,0,1,0,30.19048
C:\SimulationData\IMG\center_2024_03_23_11_47_17_144.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_17_144.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_17_144.jpg,0,1,0,30.19043
C:\SimulationData\IMG\center_2024_03_23_11_47_17_233.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_17_233.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_17_233.jpg,0,1,0,30.19042
C:\SimulationData\IMG\center_2024_03_23_11_47_17_305.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_17_305.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_17_305.jpg,-0.02352941,1,0,30.19029
C:\SimulationData\IMG\center_2024_03_23_11_47_17_378.jpg,C:\SimulationData\IMG\left_2024_03_23_11_47_17_378.jpg,C:\SimulationData\IMG\right_2024_03_23_11_47_17_378.jpg,-0.1,1,0,30.18787
